Characteristics,Score
"honey, citrus, currant, vanilla, hibiscus, citric, apple, grape , sweet, clean, creamy, round",85.93
"Graham crackers, black tea, dark cherries, black grapes, dried figs, apricot, palmyra, Complex, crisp, elegant , Good balance, delicate, multi-dimensional",85.93
"Floral, fruit, candy, wine, Citric, tartaric , Harmonious, full body",85.93
"Brown sugar, maple syrup, butterscotch, vanilla, plum, cinnamon, Lime, citric , Long lasting, good structure, syrupy",85.93
"AROMA: cocoa, caramel, honey, sugar cane, almond, marzipan, floral, raisin, spicy, pepper FLAVOR: brown sugar, caramel, apricot, peach, vanilla, refined, tartaric, grape , balanced, good body, super creamy, pleasant smokiness",85.93
"AROMA: citrus cocoa cinnamon lime vanilla,FLAVOR: vanilla melon gooseberry almond apricot key lime cocoa butter, green apple gooseberry citric , buttery mouthfeel",85.93
"Apple, cherry, orange, chocolate, jasmine, sugar cane, Lively, malic, zingy , Creamy, round body, soft, consistent",85.93
"floral, citric, sweet fruits, cherry blossom, well composed, grapefruit, dry cherry liquor, rose water, red fruits, black tea, crisp, malic, delicate , creamy, thick mouthfeel",85.92
"cherry, mango, honey, pear, nectarine, cantaloupe, papaya, peach, delicate, tartaric, citric, multiple , good balance",85.92
"sweet brown sugar aroma, dark chocolate hibiscus, caramel, cinnamon, lemon peel, plum, jam- like sweetness, complex, bright, citrus, dense , juicy, sweet body, red wine, balanced",85.91
"sugar cane, orange floral, pastry, sweet-savory, pointed, lively, citric , silky mouthfeel, juicy aftertaste, smooth",85.91
"grape, melon, green apple, sweet spice, raisin, black fruit, spicy, nuts, orange;, green apple tartness, tartaric, mild but complex; , syrupy, sweet, long aftertaste, silky",85.91
"fruit, tropical, sugar cane, citrus, mango, caramel apple, berry, fig, citric, fruity – malic , syrupy aged rum, nice body, lingering sweetness",85.91
"floral* tea* honey* tea rose, honey, cranberry, stone fruit, citric*, juicy complex lively , elegant, sherbet",85.91
"Dried plums, natural honey, fruity, cherry, dark berry, black currant, winey, tropical fruit, vanilla, peach, citrus, lemon, mango, banana, vanilla, red wine, green apple, bitter chocolate, blueberry dark chocolate, caramel, papaya blacked, raisins, spice, cedar, rum, Citrus, bright, citric, refined, berry, complex, crisp, complex, intense, structured , Creamy, silky, smooth, buttery, sweet, round, velvety, rich body",85.91
"AROMA: walnut, marzipan, spicy, cinnamon, rose, caramel,FLAVOR: Fuji apple, orange, concord grape, black tea, brown sugar, tartaric , well balanced, heavy body, consistent",85.91
"AROMA: FLAVOR: Peach, Chocolate, Cedar, Brown sugar, Nutty, Floral, Lemon, Apricot, Fruit, Orange, Grape, Honey, Jasmine, Cinnamon, Sweet, Vanilla, Sweet, Vanilla, Caramel, Tangerine, Melon, Brownsugar, Fragrant, Soft, Complex, Citric, Lively, Bright , Clean, Round, Creamy, Silky, Syrupy. Delicate, Integrated, Harmonious.",85.91
"floral, spicy almond, fruity, chocolate, tobacco, warm cookies, caramel, raisin, pear, black cherries, tropical fruit, guava, very clean delicate, fresh, soft citric, refreshing red grape , very balanced, smooth, buttery, little malty cane sugar, cream, consistent",85.9
"grape, jasmine, rose, watermelon, strawberry, milk, tea rose, dry cherry, sweet, peach-like, apricot, floral/fruity, hibiscus , creamy",85.89
"dark berry, malty, red fruit, red currant, sweet plum, caramel, winey;, soft citrus, delicate; , long aftertaste, creamy mouthfeel, lemony citrus as cool",85.89
"Spices, marzipan, raisins, orange, mandarin, dark chocolate, hazelnuts, lime, spices, caramel, rounded sweetness., Lime, sparkling champagne, citric, well structured. , Mouthfeel creamy, layered, soft, coco finish",85.88
"Lemon peel, red apple, stone fruit, black tea, cherry caramel, floral, dried fruits, dates, Citrus, mandarin, green apple , juicy, cedar",85.88
"lavender, peach, caramel, brown sugar, hazelnuts, almonds, cocoa butter vanilla, malic, delicate , good mouthfeel, long sweetness, creamy, caramel",85.88
"Grape, green apple, kiwi, plum, blackberry, sweet toast, cranberry, Malic, bright, complex , Creamy mouthfeel",85.88
"fruit tea infusion, raisin, bergamot, baking spices, grape, orange, dark fruits, plum , well-rounded, bright cranberry finish",85.88
"blackberry, floral, lemon-lime, strawberry, chocolate fudge, sugar cane, caramel, floral, milk chocolate, phosphoric, mineral, subtle but elegant , long sweet finish, refined.Body: buttery, creamy",85.88
"bergamot, blood orange, apricot, cinnamon, peach, red wine, crisp, complex , Body: round, sweet, smooth, big, creamy",85.88
"AROMA: malt, honey, floral, grapefruit, mango, marshmallow,FLAVOR: Nutella, dark chocolate, sweet tobacco, cocoa, baked apple, panela, lemon, light, citric , very clean, full body",85.88
"Vanilla, milk chocolate, lemon, apricot, cinnamon, orange, honey, caramel, Muscatine grape, Malic, bright , Syrupy, smooth, sweet, round, solid",85.87
"orange, hazelnuts, red fruits, floral, sweet, honey, mango, stone fruits, buttery dry white wine, melon, vanilla, complex, grapefruit, cherry mandarin , lasting finish, complexity throughout, juicy, balanced",85.87
"cherry, peach, cocoa, savory, mandarin, vanilla, honey, citric lemon-lime, tartaric, malic , apple aftertaste, rich, bright, medium heavy, sweet",85.87
"caramel, chocolate, berry, honey, sweet dark caramel, chocolate, lemon, vanilla, brown sugar, malic, citric, tart, winey, apple, mango , juicy, spicy, orange, milk chocolate, sweet, syrupy",85.87
"AROMA: floral, jasmine, mango, plum FLAVOR: caramel, white tea, honey, pineapple, grape, malt, smoky, elegant, citric , silky body, round mouthfeel, well balanced",85.87
"Apricot, jasmine, dark chocolate, papaya, cranberry, orange, vanilla, nuts, Citric , Smooth, round, dense",85.87
"stewed apples, dark fruit, honey, caramel, burnt sugar, crisp, malic, green apple , silky, refreshing finish",85.86
"peach lime ,custard,vanilla, molasses, rose hips, caramel, melon acidity, transparent , Body: round, silky, rich",85.86
"honey, peach, mango, caramel, juicy, apple, forward, complex , Body: sweet, long finish, rolling, juicy, smooth",85.86
"honey, jasmine, citrus, chocolate, fruity, bright, crisp, citric, apple, winey , round, smooth, creamy, long sweet finish, clean",85.86
"floral, caramel, vanilla, grape fruit, honey, citric, grapes, malic, soft, lively, bright , round, smooth, long lasting, refined and delicate, clean, juicy caramel",85.86
"berries, chocolate, winey, cinnamon, tropical juice, complex , rich, ripe, consistent, jammy",85.86
"molasses* passion fruit* caramel* almond, vanilla, raisins, jabuticaba (Brazil fruit), tropical fruit, dulce de leche, butterscotch, delicate, lime, malic , cinnamon, caramel aftertaste, long lasting aftertaste, lingering",85.85
"citrus, caramel, tea, blueberry, clove, almond, mint, brisk, tangy, citric, lemon, malic , lingering tangy, clean",85.85
"Caramel, brown sugar, sweet cloves, honey, buttered toast, toffee, tea rose, blackberry, cherries, tangerine, raisin, Citric, malic, delicate, complex, transparent, clean , Creamy, eucalyptus",85.85
"caramel on break, orange, floral, honey, spices, dark sugar, milk chocolate, citric, juicy , lingering sweet aftertaste, aftertaste, vanilla, well balanced",85.85
"AROMA: Peach, Swiss chocolate, Brown sugar, Berries, Chocolate, Plum, Melon, Floral, Fruit, Mandarin, Peanut, Honey, Black tea, Peach, Tangerine, Caramel. Vanilla, Floral , Fruit ,Berries, Sweet, Vanilla, Blueberry, Cinnamon, Brown sugar,Jasmine, sugarcane, Caramel., , Soft, Complex, Citric, Lemon, Fruit , , Juicy, Sweet, Honey, Caramel. Smooth, Round Silky, Creamy, Syrupy. ,Smooth, Delicate, Long-lasting. Integrated Harmonious.",85.85
"AROMA: FLAVOR: Red apple, Brown sugar Swiss chocolate, Soft, Vanilla, Cinnamon, Blueberry, Fruit, Peach, Aromatic, Almond Chocolate, Melon Caramel, Brownsugar Swiss chocolate, Sweet, , Vanilla Apricot, Orange, Caramel., Red apple, Malic, Citric, Lively, Bright, Fruit , Clean, Round, Creamy, Syrupy , Smooth, Delicate, Long-lasting Well balanced.",85.85
"AROMA: FLAVOR: Hibiscus, Red apple, Berries, Pepper, Piney, Black tea , Cinnamon, Lemon, Lychee, Fruit, Wine, Peach, Brown sugar, Almond, Plum, Melon, White wine, Floral, Tangerine, Grape fruit, Green tea, Caramel. Sweet Pea, Nutty, Dark chocolate , Fruit Orange, Floral, Caramel, Crisp, Clean, Lively, Bright , Smooth, Silky Complete, Syrupy, Smooth, Lingering, Persistent, Integrated, Well balanced, Harmonious.",85.85
"plum* cherry*, peach, apricot, minty, honey, chocolate, caramel, milk, black current, passion fruit., citric* lively, lime crisp , juicy, creamy, fruity aftertaste",85.84
"green apple, bergamot, apple blossom, chocolate, caramel, cocoa vanilla, bittersweet chocolate, orange, clear, shiny, firm, cherry , creamy, mouthfeel, consistent, solid, buttery",85.84
"floral, banana, jasmine, candy fruit, Caramel, jammy apricot, plum, blackberry, apricot, lime and grapefruit juice, complex , Body: smooth, juice",85.84
"floral green grape sweet chocolate, brown sugar, tropical fruits, zest, strawberry, delicate, sparling , classic profile.Body: silky, medium, full round",85.84
"Dark chocolate, grapefruit, honey, tea tree, Crisp, rounded acidity, cherry and apple acidity , Spice/smoke aftertaste, improves as cools",85.84
"fruit, cherry, chocolate, lime, pineapple, sweet glaze, green apple, lemon , Honey, sweet, clean, transparent",85.83
"clove, dark chocolate, honey, sweet, caramel, jasmine, orange, citric, fruit, grapes, apple, complex , clean, sweet, honey, dense and silky body",85.83
"caramel, honey, sweet spice, nutty raspberry chocolate, hibiscus, floral, sandalwood cinnamon, peach, malic, apple, pear, crisp, sweet lemon, grapefruit , syrupy, creamy",85.83
"blue berry, honey, floral, caramel, toasted bread, cinnamon, sandal wood, apricot, baked apples., crisp, complex, citric , Body: creamy, velvet",85.83
"AROMA: floral jasmine cassis ,FLAVOR: sweet citrus lemon meringue peach mint tamarind, bright mandarin citric transparent , smooth mouthfeel",85.83
"hibiscus* lemon,* rosehip, cherry, fruits, mint, molasses, toffee, refined lively, complex, malic , syrupy",85.82
"orange blossom, apple blossom, floral, dark chocolate, cocoa, coffee blossom, papaya, banana, lemon and grape acidity, very bright, clean, citric , sweet finish",85.81
"Delicate, melon in aroma, green tea, toasted bread, green apple, lemon grass, caramel, marzipan, almond, sweet floral notes, Bright orange, tannic, tea-like , Viscose body, creamy mouthfeel",85.81
"dark chocolate* passion fruit, plum, melon, lemonade, pineapple, cassis, coconut, apricot, raspberries, hibiscus, honey, lively, effervescent, vibrant , juicy",85.81
"caramel, jasmine, orange, apricot, tropical fruits, passionfruit, milk chocolate, floral, fruit candy, transparent citrus, light, orange-like , clarity, complex, creamy, velvety, chewy",85.81
"almond, peach, plum, jasmine, honey, brown sugar, red apple, dark fruits, citric, crisp, bright, tart, redcurrant, lime , creamy body, ripe and very sweet",85.81
"blueberry, dark chocolate, apricot, lemon peel, black tea, raspberry, malic, juicy, balanced , round mouthfeel, cinnamon in finish, good structure, thick body, vanilla, clean and transparent, creamy finish",85.8
"all spice, lime, cocoa, honey lemon curd, intense chocolate, spicy aromatic, brown sugar, citric, ripe, red apple , Body: silky, smooth, round",85.8
"Sweet tropical fruit, nutmeg, black tea, spice, cedar, thyme, Green apple, juicy, citric , Beautiful balance",85.79
"spicy dark chocolate, lemon, berry, honey, vanilla almond fruit caramel, milk chocolate, grapefruit, green apple, citric, sweet, cherry , sweet aftertaste, creamy, dried apricot aftertaste",85.79
"honeysuckle allspice cedar ,almond malt caramel cherry hazelnut, tartaric well balanced lime , dry walnut finish solid",85.79
"hazelnut chocolate, nugat, honeydew, citrus, chocolate, tropical, grapefruit, pineapple, tart, lime, bright, juicy , balanced",85.79
"fruit, citrus, mango, caramel, orange, berry, peach, milk chocolate, green grapes, citric, tartaric, green apple, pointed , sweet, balanced and stable, mandarin, cedar",85.79
"floral, powdered milk, flan, juicy fruit, grape, strawberry, citric, cocoa, Ceylon tea, lime, citric, crisp , transparent, silky mouthfeel, citric and melon as cools",85.79
"floral, orange, grapefruit, dark chocolate, blueberry, vanilla, cedar, caramel, black tea, plum, crisp, citric, structured, refined , juicy.Body: silky, round, syrupy, balanced, smooth",85.79
"floral* pineapple, apricot, tangerine, molasses, earl grey tea, eucalyptus and cherry, citric , green tea aftertaste, silky body",85.79
"tropical fruit, passion fruit, walnut in aroma, orange, apple, cherry, apricot, praline, caramel, herbal, lime, lively, malic , nougat, raspberry, custard, dark chocolate, caramel, Mars bar, creamy mouthfeel, cherry, rounded, balanced",85.78
"tangerine* fruity, black currents, malty, cedar, apricots, malic* citric* , silky body, creamy, juicy buttery, transparent, round",85.78
"sweet exotic, caramel, guava, current, sweet, citric, juicy, raspberry , Body: creamy, milky clean",85.78
"melon, chocolate, plums, dark chocolate orange, caramel, mellow, lemon, bright , Creamy body, lingering finish, well balanced",85.78
"Candy, dark chocolate, lemon, Bright, smooth , Smooth, lingering after taste",85.78
"Plum, orange, berry, lemon, almond, chocolate, Lemon peel, citric acidity , well structured, lasting sweetness, balanced",85.77
"Nectarine, green apple, mandarin, caramel, sugar cane, floral, Citrus, orange acidity , Bakers chocolate finish, caramel",85.77
"jasmine, lime zest, ginger, vanilla, peaches, mandarin, coffee blossom, complex, pineapple, lemon tartaric, citric , elegant, dry fruit aftertaste",85.77
"chocolate, caramel, floral, date, fig, molasses, citric, juicy, crisp , Body: creamy, smooth",85.77
"caramel, floral, honey, sweet complex aroma, dark fruit aroma, cocoa, licorice aroma, vanilla, nuts, milk chocolate, citric, orange, lime, tangy apricot , big mouth feel, long aftertaste creamy body, pineapple-like finish",85.77
"AROMA: milk chocolate raisin honey lime zest,FLAVOR: grapes red apple passion fruit blueberry, red cherry red grapefruit lively crisp , agave sweetness chocolate and honey aftertaste refined balanced",85.77
"AROMA: fruity, blackcurrant, strawberry, berry, fig, peach FLAVOR: Earl Grey tea, cedar, blackberry, red wine, watermelon, melon, kiwi, bergamot, coconut, lemonade, citric , creamy mouthfeel",85.77
"Molasses, raisin sauce, apricot, butter aroma, cantaloupe, chocolate, orange peel, nuts, tangerine, floral, Crisp, mild citric, lemon, bright , Buttery mouth feel",85.76
"tropical fruits butterscotch, marmalade, malty vanilla, citric, lively, vibrant, malic , balanced.Body: smooth",85.75
"lemon, floral, sweet tobacco, cocoa on aroma, cassis, dark chocolate, caramel, almond, hazelnut, honey, honeydew mellow, cedar, blackberry, lemon, orange, citrus , smooth mouthfeel, rounded body",85.75
"caramel, honey, peaches, canned, brown sugar, pineapple, tartaric, mild, citric, sparkling, juicy, black cherry blue berry , Body: medium, milk, smooth, syrupy",85.75
"tangerine, black tea, orange, chocolate, kiwi fruit, pastry, baking spices, structured, lime , consistent. Body: creamy",85.74
"molasses, tropical fruit, almond, honey, juicy, cilantro, coriander seed, melon, cherry, apricot, fruity, bright, light and lively , silky, long-lasting, rich well-balanced, syrupy",85.74
"Lemon, orange, kiwi, nutty, ginger, green apple, mint, Meyer lemon, citrus, Anjou pear, red currant, Muscat, Mandarin, citric, complex, malic , Syrupy mouth feel, creamy and sweet",85.74
"chocolate, honey, custard, fruity, grape, jasmine, molasses, rose, vanilla, berry, winey, citric, grape , harmonious, round, long finish, sweet",85.74
"apricot, bread, sweet orange, peach mango, dates, caramel, milk chocolate, bergamot, earl gray tea, lime, citrus, crisp , harmonious sweet, long finish and aftertaste.Body: velvety, creamy",85.74
"Almond, cola, tangerine, nectarine, sassafras, blackberry, honey, phosphoric, lemon , clean, silky",85.74
"vanilla, peanuts and caramel, raspberry, melon, plum, green apple, orange, tartaric , coating mouthfeel",85.72
"vanilla, milk chocolate, jasmine, lemon, fruit, orange , berries, plum, smooth long lasting finish.Body: silky round buttery, smooth",85.72
"orange and rosemary on aroma, roses, blackcurrant, watermelon, lime, hibiscus, thyme, pineapple, lemon grass, lemon tea, mandarin, black grape, citric, lemon, tartaric , light syrupy body",85.72
"mild, caramel , fruity, walnut, chocolate, winey, complex, citric, tartaric , Body: juicy, butter",85.72
"lemon, apple, cranberry in aroma, floral, berry, apricot, papaya, blackberry, sugar cane juice, peach, complex fruit acidity, balanced , v sweet, chocolaty finish",85.72
"hazelnut, graham cracker, black berry, caramel, tangerine honey, cranberry, red apple, almonds, crisp, gently citrus, nice sweetness, juicy, consistent , silky, smooth, clear and clean",85.72
"citric, apple dark chocolate flowers cherries, lime mango* chocolate brownie cranberry green grape, chocolate herbs, winey fig, citric, complex elegant delicate, lime malic , very balanced fresh, floral, flavors aftertaste, hibiscus balanced, mineral aftertaste, ripe fruits, floral",85.72
"caramel, dark chocolate, floral, sweet, brown sugar, nutty, citric, lemon, lively, malic, red apple , creamy, round body, long lasting aftertaste, clean, caramel and honey",85.72
"Candy, almond, vanilla, Grape, Citrus, refined , Juicy, clean, creamy",85.72
"Floral; lemon juicy; black plum; dark chocolate; green apple; peach, Malic; green apple; cucumber; lively , Hazelnut finish",85.71
"AROMA: FLAVOR: Berries, Sweet, Brown sugar, Blueberry, Lemon, Fruit, Orange, Grape, Mandarin, Honey, Wine, Peach, Chocolate, Fragrant, Plum, Melon, Floral, Jasmine, Tangerine, Caramel, Chocolate, Floral, Apricot, Caramel., Citric, Malic , Soft, Bright, Lively , Clean. Juicy, Dense, Round, Creamy, Syrupy. Lingering,Harmonious.",85.71
"Brown sugar, sweet chocolate, roasted nuts, sugar cane, cedar, sweet tobacco, spicy, pear, Very complex , Viscous, honey, creamy",85.7
"berries, apricots, lemon, sweet balsamic, brown sugar, spicy, toffee, bright, malic, green apple, crispy, vibrant, juicy , very clean, well-structured full and creamy body well balanced",85.7
"AROMA: tangerine cocoa plum honeysuckle,FLAVOR: semi sweet chocolate black dry dried cherries lemon, blackberries sparkling , dense body syrupy",85.7
"Tangy fruit, chocolate, orange, honey, bright cherry, Green apple, malic , Creamy finish, pleasant aftertaste, sweet and pleasant acidity in finish, soft, balanced",85.69
"Raspberry in aroma, lemon, brown sugar, dark chocolate, caramel, Distinct citric acidity, lemon, orange, lime , Fruit-driven body, long juicy finish",85.69
"honey, panela on break, caramel, red grape jelly, fresh butter dark fruit, orange apple, pineapple, intense citric w/tartaric , velvety body, juicy, notably clean",85.69
"marzipan, peach, brown sugar, strawberry, treacle, dark cherry, cinnamon, raisins, tangerine, orange, mild, citric, marmalade , bitter toffee aftertaste, bitter/sweet, tea-like, tannins",85.68
"honey berry almond coconut,sugar cane chocolate almond caramel nutty, grapefruit tart , creamy hibiscus transparent",85.68
"crab apple, blueberry, potpourri, honey, tangerine, citric tart , smooth",85.68
"Cinnamon, ginger, brown sugar, molasses, dried fruit, gingersnaps, rhubarb, strawberry, dried raspberries, Lactic, citric , Thick, creamy, silky, aromatic finish",85.68
"caramel, fruit, amaretto, orange, grape, sweet fruit, grape-like, citric, sparkling , buttery, smooth body, long juicy aftertaste, refined",85.68
"banana, floral, peanut, orange, spiced cream, mango;, grape-like, citric, mild; , silky, soft",85.68
"Walnut, mint, herby, toasty, peach, lime, dark chocolate, nutty, vanilla, hazelnut, Tartaric, citric, bright, refined , Silky, creamy, soft, smooth",85.67
"sweet, caramel, floral, fragrant, chocolate, honey, nutty, green apple, citric, complex , creamy body, clean",85.67
"Ripe cherry, sugar cane, vanilla, grapefruit, tangerine, honey, molasses, cranberry, Extremely tartaric, intense, similar to Kenyans, juicy , Savory",85.67
"lemon, lime, cedar, floral, jasmine, lavender, caramel, banana, moderate, malic, tartaric, bright, stone fruit acidity , basil in finish, cane sugar sweetness",85.67
"Honey, brown sugar, caramel, chocolate, salted caramel, raspberry, toasty, roasted almond, praline, dates, mandarin, Bright, citric, juicy , Smooth, thick",85.67
"honey, apple, and berry. Chocolate, currant, grape, bright, apple, citric, grape , creamy, round, smooth",85.67
"fruity, sweet, nutty, caramel, brown sugar, spice, vanilla, cherry, orange, ripe, clean, citric, refined , refined, juicy.Body: smooth, silky, creamy",85.67
"fruity, milk chocolate, sugar cane, raisins, dry fruit, citrus, lime, currant, mild, lemon , stable, creamy body, clean, malic tartness",85.67
"caramel, fruit, citric, grapes, lemon, soft , honey, sweet, juicy, dense body, long lasting aftertaste, clean and transparent",85.67
"AROMA: cocoa, aromatic, nuts, marzipan, strawberry, sweet tobacco FLAVOR: jasmine, honey, orange, stone fruit, raspberry, brown sugar, dates, malic , well balanced",85.67
"Floral, caramel, cherry, clove, cinnamon, spices, hazelnut, honey, almond, lemon, Elegant, citric, tartaric, malic, bright , Creamy, very sweet finish, tea-like, mouthfeel, smooth, sweet, spicy finish",85.66
"Dried fruit, raisins, green grape, melon, molasses, coffee cherry, vanilla, strawberry, leather, peach, pineapple, Tartaric, acetic, lactic , Rich body, silky",85.66
"jasmine, almond, green tea, caramel, tart red berries, blackcurrant, orange, cherry acidity, moderate , complex, subtle, elegant, soft cocoa finish",85.65
"Green tea, herbal, walnut, maple syrup, red berries, rose, caramel, cherry, marshmallow, “dulce chocolate, almendra”, nutty, honey, fuji apple, caramel, orange, passion fruit,peach, walnut, milk chocolate, vanilla, lemon, cardamom , currants, mango, apple, Crisp, structured, balanced, malic, green apple, bright, lemon, lime, complex, lactic, citric , Round, silky, smooth, buttery, malty, transparent",85.65
"strawberry, raspberry, blueberry, orange, caramel, floral, maple, chocolate;, citric, berry-like, lemon, delicate; , black currant, long, sweet finish, wild",85.64
"Orange, green apple, almonds, tea, honey, minty, corriander seed, Malic, bright, fresh , Silky mouth feel, tea like",85.64
"floral, cocoa=late, caramel, stone fruits, hint orange, plum, malic, citric, lively , Body: round, rich, kinds, lush",85.64
"toffee, floral, sweet, back berry rose hip, citric, orange, sweet, tart , better as cooled, creamy, good linger aftertaste.Body: apricot nectar, malt",85.63
"rock candy black plum carob, sweet, apricot, red apple, dark chocolate, citrus, lingering, lime, guava , Body: medium, deep, well rounded, lush",85.63
"AROMA: vanilla, chocolate, herbal, maple, cinnamon,FLAVOR: roasted nut, hazelnut, green apple, honeysuckle, grape, grapefruit acidity, tartaric, grape , light, lingering aftertaste",85.63
"dark chocolate, caramel, bright, buttery, creamy, jasmine, red apple, pineapple, soft, fine delicate , consistent, balance, silky",85.62
"citrus, floral, sugar cane, orange, crisp, bright , Body: round, buttery, milky",85.62
"bitter chocolate, brown sugar, walnut, honey, vanilla aroma, cinnamon, black current, caramel, structured, complex, citric, dry , short and sweet",85.62
"bakers chocolate, tobacco, mango, vanilla, blackberry, strawberry, plum, caramel, crisp, green apple , Body: creamy, jammy, big",85.62
"praline, chocolate, cocoa, apple, strawberry, creamy caramel, citrus, apple-like , balanced, structured, sweet, round",85.61
"raspberries, chocolate, caramel, vanilla, tropical fruits, honey jasmine, fresh cut lumber, pine notes, sweet orange, lemon,, well defined, crisp , super smooth, syrupy, party on the palate, allspice",85.6
"jasmine, spicy, peach, cedar, tobacco, vanilla, nougat, toffee, berry, papaya, apricot, black currant, red grape, clean, complex, refined , silky, creamy, buttery, juicy",85.6
"Brown sugar, caramel, honey, chocolate, sugar cane, green apple, mint, rose, black cherry, raspberry, strawberry, citrus, Complex, crisp, bright, smooth , Juicy; dense, smooth, silky body",85.6
"AROMA: vanilla, toffee, peach, sugar cane, caramel, currants, wild cherry, brown sugar, hazelnut FLAVOR: wine, tannin, hazelnut, almond, milk chocolate, vibrant, citric , well structured, creamy body, walnut in aftertaste, complex",85.6
"vanilla, almond, caramel, butterscotch, sweet chocolate, cocoa, red apple, passion fruit, sultanas, dried fruits, bright,, malic, green apple , improved as cooled fruit sweetness",85.59
"strawberry kiwi, milk chocolate, pear caramel passion fruit cocoa, baked apple, Muscat, lemon incandescent, structured , buttery, silky mouth feel, sweet, well balanced",85.59
"rosebuds, caramel, almond, tangerine-citrus, blood orange, grapefruit;, orange-like, mild citrus, fruit aromatics; , smooth mouthfeel, creamy, balanced",85.59
"milk chocolate, berries, black grape, yellow fruit, cedar, tobacco, fig, tartaric, spicy , round mouthfeel, intense aroma – spiced wine, chocolate finish, multidimensional",85.59
"Floral, delicate, coco, citrus, honey, melon, baked apples, pineapple, butter, black tea, ripe orange, cardamom, Sparkling acid, tartaric, dry , Silky, creamy mouthfeel, toffee sweetness, with mild tropical/stone fruit sweetness",85.59
"Black pepper, cinnamon, chocolate, honey, cherry wine, cherry/chocolate, Effervescent, raspberry, orange , Full body, smooth, sugar cane sweetness, black tea in aftertaste",85.59
"AROMA: Malty, nutty, cedar, molasses,FLAVOR: peach, caramel, rosemary, caraway, chocolate,orange, mild, sparkling, crisp , oily, coating, dense",85.59
"Peach, cucumber, apricot, raisins, green pepper, Lively, lime, balsamic vinegar, intense, juicy, malic , Heavy, balanced, wine, silky mouth-feel, malt, improving",85.58
"Orange, citrus, maple syrup, perfume, floral, tea rose, apple, Citric, effervescent, lively , Transparent, heavy mouthfeel",85.58
"mandarin, nougat, baking spice, butter, caramel, cherries, milk choc, honey, citric, reserved , sweet, creamy, balanced",85.58
"dark choc syrup, butter ,cedar, tobacco sweet citric, soft cantaloupe, apple apricot, floral, lime, raisin, citric, subdued acidity, delicate, refined , consistent, very sweet, winy",85.58
"Cinnamon, lime, black pepper, grape, cherry, sweet dark grapes, cedar, red apple, Malic, citric , Smooth and buttery, round body",85.58
"chocolate, caramel, pineapple, maple, cherry, nutmeg / spice, toffee, tannic, green tea , Body: silky",85.58
"back cherry, musk melon, citrus, cedar wood, white chocolate, grapefruit, lime, toffee, mango, papaya, guava, complex, dominant citric notes , caramel finish, rounded",85.58
"sweet tobacco, caramel, orange, jasmine, black currant, blackberry, sweet, dark cherry, juicy, citrus, lemon-like , transparent, velvety, orange, juicy, balanced",85.57
"Sweet raisin, sweet cream, bergamot clove, buttery, vanilla, some fruit, hazelnut, caramel citrus fruit, molasses, honey, molasses, brown sugar, long final, chocolate, juice, Sparkling acidity citric, juicy, syrupy , Black tea, round body transparent, clean, long-lasting",85.57
"floral, honey, sweet caramel, pink grapefruit, vanilla, red apple, lemon, green apple, brown sugar, cashew, malic, delicate, orange, fruity, lime, lemon citric , round, sweet tobacco smooth mouthfeel, dried tropical fruits",85.57
"lime, star fruits, floral, green apple, vanilla, complex, ripe, structured , Body: silky, smooth",85.56
"caramel, vanilla, dark chocolate, raisins, raspberry, red grapes, tobacco, black tea, crisp, orange, citric , balanced sweetness, soft mouthfeel",85.56
"Caramel, baked apple, chocolate in aroma, Citric, orange, sweet grapefruit, lemon , Elegant, creamy mouthfeel",85.56
"apricot* milk chocolate * cedar* apple* floral,* spicy, truffle brown sugar, apple, black tea, orange peel, tart, malic, tangy lively, effervescent , delicate*clarity, elegant",85.56
"citrus, honey, vanilla, chocolate, peach, orange, citric, winey , well rounded, creamy, sweet",85.55
"Dutch cocoa, orange, berry, caramel, milk chocolate, toffee, citric, malic , well rounded, structured",85.54
"sweet, buttery, mango, almond, choc, honey, molasses, blueberry, jasmine, citrus, bright, crisp , fine acidity, clean, sweet aftertaste",85.53
"sugar cane, big cup, soft, caramel, almonds, chocolate, melon, refined, fresh plums, orange crisp. Lively , lots of body, sweetness, creamy mouthfeel, delicate, chocolate aftertaste to the end. buttery",85.53
"Malt, brown sugar, butterscotch, waffle, spice, coconut, white grapes, jasmine, Lively, tartaric, orange , Round body, sweet finish",85.53
"fresh cocoa fresh fruit, peach, sweet stone fruit aroma, green tea jasmine, citric acid, apple, crisp , silky mouthfeel, velvety round body balanced",85.53
"floral, bergamot, fresh pine, rose, peach, toffee, milk chocolate, plum, blackcurrant, peppery/papaya seed, pink grapefruit, mild, malic, red apple , jammy sweetness, smooth clean finish, very creamy mouthfeel",85.53
"dark chocolate, vanilla, citric, cinnamon, milk, clove, tartaric, black grape, crispy and clean , Body: creamy, round, buttery, smooth",85.53
"chocolate, caramel, lemon, lime, sweet sugar cane, cedar honey, citric, malic tight , floral, mango, green apple, tropical",85.53
"chocolate cherries, strawberry, orange, cassis, milk chocolate panela, balsawood, molasses, structured, lemon tea , creamy, thick, mouthfeel, spicy, chai, caramel lemongrass",85.53
"blueberry, caramel, strawberries, orange, buttered toast, black cherry, chocolate, black current, walnuts, orange chocolate, bright, well developed, sweet , Lime finish, round, sweet all the way through",85.53
"allspice, floral, tobacco, hickory, peach, Granny Smith apple, amaretto, Muscat wine, citric, tight, elegant, bright , complex, stable, sandalwood, allspice",85.53
